Brand Name,Device Type,Model Name,Color,Selling Price,Sales Qantity,Rating (Out of 5),Strap Material,Average Battery,date
APPLE,Smartwatch,FTW5012 Hybrid,Brown,"9,097",5,4.6,Leather,2,16-05-2022
FitBit,Smartwatch,Versa,Pink ,"16,124",7,4.1,Silicone,7,05-08-2022
GOQii,FitnessBand,Band 5,"Black, Blue, Red","1,499",21,3.8,Silicone,4,16-02-2022
SAMSUNG ,Smartwatch,Galaxy LTE,Silver,"31,999",7,4.6,Elastomer,14,01-05-2023
Noise,Smartwatch,ColorFit Pro 2,"Black, Deep Wine, Blue, Grey, Teal","2,699",19,4.1,Silicone,10,26-05-2023
GARMIN,Smartwatch,Forerunner 745 Black,Black,"46,990",25,5,Silicone,14,03-01-2023
FitBit,Smartwatch,Versa 3,"Black, Blue, Pink","17,999",15,4.3,Elastomer,7,17-03-2023
FitBit,FitnessBand,Charge 2,Violet ,"14,999",16,4.3,Silicone,7,11-08-2023
APPLE,Smartwatch,8 mm Stainless Steel Case,Milanese,"56,900",12,4.6,Stainless Steel,1,21-02-2023
GARMIN,Smartwatch,Vivomove Luxe,"Black, Silver, White","39,990",15,,Silicone,14,08-03-2022
boAt,Smartwatch,Xplorer,"Black, Red, Blue","3,499",14,3.8,Thermoplastic polyurethane,10,10-09-2022
APPLE,Smartwatch,FTW1151 Hybrid,Gold,"8,995",5,4.3,Leather,2,30-05-2022
APPLE,Smartwatch,Gen 3 Q Venture,"Black, Gold","15,396",6,4.3,Stainless Steel,1,04-04-2022
Fire-Boltt,Smartwatch,Spin,"Blue, Grey, Pink","5,846",24,2.4,Silicone,5,30-05-2022
huami,Smartwatch,Amazfit Pace,Black,"9,999",12,4.2,Silicone,14,22-07-2023
APPLE,Smartwatch,Gen 3 Q Explorist,Black,"15,749",23,4.1,Stainless Steel,2,08-10-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Black Stainless Steel Case,Black Milanese,"69,900",23,4.6,Stainless Steel,1,08-02-2022
GARMIN,Smartwatch,Vivomove HR,Black,"12,990",6,3.7,Silicone,14,20-01-2022
APPLE,Smartwatch,SE 40 mm Space Grey Aluminium Case,"Black, Pink, White","27,400",7,4.7,Aluminium,1,03-03-2023
APPLE,Smartwatch,Q Wander,Silver,"11,997",8,4.1,Stainless Steel,1,01-07-2023
APPLE,Smartwatch,Q Venture,Blue,"19,999",10,3.8,Leather,1,31-03-2023
GARMIN,Smartwatch,GARMINInstinct Solar Tactical,White,"42,990",18,,Silicone,14,28-07-2022
boAt,Smartwatch,GT2 eActive,"Green, Red","11,990",21,4.3,Thermoplastic polyurethane,14,29-07-2022
GARMIN,Smartwatch,Forerunner 55,Black,"20,990",6,,Silicone,7,06-08-2023
APPLE,Smartwatch,Carlie Hybrid,Gold,"13,495",5,4.6,Stainless Steel,12,28-05-2023
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Stainless Steel Case,White,"65,900",11,3.4,Stainless Steel,1,30-03-2023
boAt,Smartwatch,Xplorer,"Black, Red, Blue","3,499",24,3.8,Thermoplastic polyurethane,10,16-08-2023
FitBit,FitnessBand,Charge 2,Light Blue,"14,999",25,4.4,Silicone,7,05-05-2023
Noise,Smartwatch,ColorFit Pro 2,"Black, Deep Wine, Blue, Grey, Teal","2,699",18,4.1,Silicone,10,23-08-2023
huami,Smartwatch,Amazfit Bip,Purple,"5,499",23,4.2,Silicone,28,24-07-2022
Fastrack,Smartwatch,Reflex Beat,"Purple, Black","1,645",5,4,Silicone,4,10-08-2023
SAMSUNG ,Smartwatch,Galaxy 42,Grey,"21,989",9,4.6,Elastomer,14,18-06-2023
SAMSUNG ,Smartwatch,Galaxy Active 2 Steel,Black,"24,490",6,4.4,Leather,14,29-01-2023
GARMIN,Smartwatch,Forerunner 245 Music Japan Edition,"Red, White ","29,990",15,,Silicone,14,27-05-2022
huami,Smartwatch,Amazfit Bip,Black,"5,499",13,4.2,Silicone,28,25-01-2023
APPLE,Smartwatch,Series 3 GPS - 38 mm Space Grey Aluminium Case,Black,"16,900",20,4.6,Aluminium,1,17-09-2022
SAMSUNG ,FitnessBand,Activity Tracker,Black,"13,201",25,4.2,Rubber,7,28-09-2022
APPLE,Smartwatch,FTW1161 Hybrid,Gold,"8,995",25,4.3,Stainless Steel,2,11-08-2022
FitBit,FitnessBand,Charge 2,Blue ,"8,999",10,4.4,Silicone,7,21-09-2022
SAMSUNG ,Smartwatch,Gear Fit 2,"Blue, Black","15,000",12,4.2,Silicone,7,11-07-2023
SAMSUNG ,Smartwatch,Gear S3 Frontier,Black,"22,990",16,4.3,Silicone,14,21-09-2022
APPLE,Smartwatch,42 mm Black Stainless Steel Case with Link Bracelet,Black,"79,900",14,4.6,Stainless Steel,1,10-04-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Silver Stainless Steel Case,Silver Milanese,"77,900",9,4.5,Stainless Steel,1,31-05-2023
Honor,FitnessBand,Band 6,"Sandstone Grey, Meteorite Black, Coral Pink, ","2,999",5,4.3,Plastic,14,20-03-2022
SAMSUNG ,Smartwatch,Gear S2,Silver,"24,300",6,4.1,Elastomer,14,01-01-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Aluminium Case,Pink Sand,"45,690",25,4.5,Aluminium,1,12-08-2023
GARMIN,Smartwatch,Forerunner 945,"Black, Blue","56,490",11,4.2,Silicone,14,31-03-2023
Crossbeats,Smartwatch,ZEB-FIT650CH,Black,"3,297",24,2.9,Silicone,7,23-02-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,Charcoal,"31,400",25,4.6,Aluminium,1,08-04-2023
APPLE,Smartwatch,FTW1136 Q Hybrid,Blue,"11,995",10,4.6,Leather,2,18-08-2023
APPLE,Smartwatch,42 mm Stainless Steel Case,Leather,"60,900",6,4.5,Stainless Steel,1,19-11-2022
boAt,Smartwatch,Watch 32564546,Black,"49,999",7,4.1,Silicone,14,01-01-2023
huami,Smartwatch,Amazfit T-Rex,"Green, Grey","5,999",9,4.3,Silicone,20,21-08-2022
FitBit,Smartwatch,Blaze,Black,"22,999",5,4.2,Elastomer,7,16-07-2022
boAt,Smartwatch,GT2 42mm,Black,"14,990",12,4.3,Elastomer,14,14-11-2022
GARMIN,Smartwatch,Hybrid,Rose Gold,"15,911",22,,Silicone,7,30-10-2022
Noise,FitnessBand,Steven Harrington Edition Band,Blue,"3,299",18,4.3,Thermoplastic polyurethane,7,26-05-2022
FitBit,Smartwatch,Versa,Purple,"16,990",16,4.1,Silicone,7,01-04-2023
SAMSUNG ,Smartwatch,Galaxy Classic 4,Blue,"34,999",24,4.6,Silicone,14,01-04-2023
APPLE,Smartwatch,4th Gen Venture HR,Silver,"10,997",20,3.9,Stainless Steel,14,20-07-2023
huami,Smartwatch,Amazfit Pace,Black,"9,999",12,4.2,Silicone,14,12-06-2022
APPLE,Smartwatch,Carlie,Beige,"11,995",5,4.8,Leather,10,27-01-2023
boAt,Smartwatch,Xplorer,"Black, Red, Blue","3,499",23,3.8,Thermoplastic polyurethane,10,02-01-2022
realme,Smartwatch,Watch Pro,"Blue, Black","3,799",18,4.2,Silicone,14,21-06-2023
APPLE,Smartwatch,Gen 5 Julianna HR,Grey,"15,995",19,4.3,Stainless Steel,2,19-03-2022
SAMSUNG ,Smartwatch,Galaxy Active 42mm,Black,"19,990",8,4.4,Elastomer,14,02-12-2022
FitBit,Smartwatch,Sense,"Black, Pink, Beige","21,499",19,4.2,Elastomer,7,27-08-2022
FitBit,FitnessBand,Alta,"Black, Purple, Teal, Blue","12,999",12,4.1,Elastomer,7,12-06-2022
GARMIN,Smartwatch,Vivoactive 3 Music,White,"19,144",25,3.6,Silicone,14,23-10-2022
Noise,FitnessBand,Band - HRX Edition,Black,"1,299",14,4.2,Plastic,20,07-04-2022
SAMSUNG ,Smartwatch,Galaxy Classic 4,Black,"32,959",11,4.6,Elastomer,14,29-11-2022
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green","4,499",12,4,Silicone,10,14-05-2022
Honor,FitnessBand,Band 3,Black,"4,750",20,4.3,Plastic,7,24-07-2023
APPLE,Smartwatch,Gen 5 Carlyle HR,"Brown, Grey","14,995",23,4.2,Leather,2,01-02-2023
GARMIN,Smartwatch,Forerunner 245 Music,"Grey, White","33,490",12,4.2,Silicone,14,28-04-2022
boAt,FitnessBand,Band 2 Pro Activity,"Pink, Black","2,199",6,4.1,Silicone,7,10-03-2023
GARMIN,Smartwatch,VIVOMOVE LUXE,Navy ,"35,990",5,,Silicone,14,22-02-2023
FitBit,Smartwatch,versa,Grey ,"21,499",13,4.1,Silicone,7,29-03-2022
Crossbeats,FitnessBand,ZEB-FIT450,Blue,"1,699",14,3.3,Silicone,3,05-02-2022
Honor,FitnessBand,Band 5,Black,"2,099",17,4.4,Plastic,14,19-04-2023
APPLE,Smartwatch,5th Gen Julianna,Black ,"15,995",11,4.6,Stainless Steel,1,11-07-2023
huami,Smartwatch,Amazfit Verge Lite,Black,"5,999",20,4.2,Silicone,5,23-03-2022
APPLE,Smartwatch,Series 6 GPS 40 mm Gold Aluminium Case,Pink Sand,"37,490",21,4.5,Aluminium,1,01-04-2023
APPLE,Smartwatch,FTW6007,Brown,"19,995",19,4.1,Leather,2,15-01-2022
APPLE,Smartwatch,Q Wander,Gold,"19,995",9,4,Stainless Steel,1,01-01-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Cyprus Green,"69,900",11,4.5,Stainless Steel,1,05-10-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Gold Stainless Steel Case,Gold Milanese,"67,900",9,4.5,Stainless Steel,1,11-03-2023
Noise,Smartwatch,Fit Evolve,"Red, Black","5,499",14,3.9,Thermoplastic polyurethane,7,15-11-2022
GARMIN,Smartwatch,Fenix 6S,"Black, White","77,990",24,,Nylon,45,21-08-2022
APPLE,Smartwatch,Series 6 GPS 44 mm Space Grey Aluminium Case,Black,"40,190",6,4.5,Aluminium,1,26-04-2023
APPLE,Smartwatch,"Series 7 GPS + Cellular, 41 mm Stainless Steel",Black,"73,900",20,4.6,Stainless Steel,1,08-03-2023
APPLE,Smartwatch,Garrett,Brown,"8,995",11,3.7,Leather,1,11-06-2023
FitBit,FitnessBand,Charge HR,"Orange, Pink, Green","14,990",11,3.9,Thermoplastic polyurethane,7,23-04-2022
Fastrack,FitnessBand,Reflex Smart Band,"Orange, Red, Black","1,595",21,4,Silicone,4,28-06-2023
APPLE,Smartwatch,SE GPS 40 mm Aluminium Case,Black,"29,900",19,4.7,Aluminium,1,04-04-2022
GARMIN,Smartwatch,Forerunner 45,"Red, Black","14,990",7,4.4,Silicone,7,02-07-2023
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,Deep Navy,"33,900",25,4.6,Aluminium,1,04-01-2023
APPLE,Smartwatch,Sloan HR,Black,"24,495",7,4.1,Silicone,14,25-10-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Black,"18,995",12,4.3,Stainless Steel,2,19-03-2023
APPLE,Smartwatch,FTW1146 Q Hybrid,Gold,"11,995",16,4.6,Leather,2,07-04-2022
boAt,Smartwatch,Watch 2,Black,"25,999",12,3.9,Leather,7,01-03-2023
Noise,Smartwatch,Fusiom Hybrid,Blue,"5,999",13,4,Thermoplastic polyurethane,7,30-12-2022
GARMIN,Smartwatch,Fenix 6 Pro Solar,"Grey, Black","72,990",14,,Nylon,45,23-08-2022
APPLE,Smartwatch,SE GPS + Cellular 44 mm Aluminium Case,Black,"36,900",11,4.6,Aluminium,1,29-06-2023
GARMIN,Smartwatch,Forerunner15 Heart,Black,"12,999",17,4.7,Silicone,14,08-06-2023
GARMIN,Smartwatch,Forerunner 935,Tidal Blue,"39,990",16,4.7,Silicone,14,18-07-2023
GARMIN,Smartwatch,HR GPS Smart,Black,"15,999",9,,Silicone,14,06-07-2023
FitBit,FitnessBand,Inspire,Black ,"5,299",15,4.2,Silicone,5,02-03-2023
GARMIN,Smartwatch,VIVOMOVE 3S Navy,Rose Gold,"19,990",7,,Silicone,14,18-09-2022
GARMIN,Smartwatch,Vivoactive 3 element,Grey,"13,578",19,3.6,Silicone,14,04-02-2022
boAt,Smartwatch,GT Active,Green,"8,990",16,4.4,Silicone,14,22-11-2022
Fire-Boltt,Smartwatch,Ninja Pro,White,"1,999",17,4,Silicone,10,14-09-2022
realme,Smartwatch,Classic,Black,"3,921",18,4,Silicone,7,06-05-2023
Crossbeats,Smartwatch,Smarttime 200,Black,"1,499",21,3.1,Rubber,3,01-10-2022
APPLE,Smartwatch,Q Founder 2.0,Blue,"11,397",22,4.1,Stainless Steel,1,16-01-2023
FitBit,FitnessBand,FB413LVLV,Lilac ,"8,807",22,4.1,Silicone,5,04-07-2023
GARMIN,Smartwatch,Fenix 5X Plus,"White, Black","59,990",11,,Silicone,30,14-12-2022
Noise,Smartwatch,ColorFit Pro 2 Oxy,"Black, Blue, Red","2,499",20,4,Thermoplastic polyurethane,7,27-02-2023
SAMSUNG ,Smartwatch,Gear Live,Black,"15,900",16,4.2,Rubber,7,08-02-2022
boAt,Smartwatch,GT Fortuna-B19S Sport,Black,"13,990",14,4.1,Elastomer,14,18-03-2022
huami,Smartwatch,Amazfit GTR 42,Black,"8,999",17,4.3,Silicone,14,08-04-2023
APPLE,Smartwatch,8 mm Stainless Steel Case,Saddle Brown,"56,900",22,4.3,Stainless Steel,1,28-01-2023
GARMIN,Smartwatch,Vivoactive 3 Music,White,"19,144",12,3.6,Silicone,14,24-03-2023
GARMIN,Smartwatch,Vivomove HR,Black,"16,990",14,3.6,Silicone,14,29-12-2022
FitBit,Smartwatch,Versa Special Edition,Charcoal ,"10,365",10,4.1,Fabric,7,15-02-2022
APPLE,Smartwatch,FTW1142 Q Hybrid,Silver,"9,796",12,3.7,Stainless Steel,2,15-01-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Blue Aluminium Case,Deep Navy,"45,690",8,4.5,Aluminium,1,30-01-2023
boAt,Smartwatch,GT Fortuna-B19S Sport,Black,"13,990",10,4.1,Elastomer,14,28-03-2022
FitBit,Smartwatch,Ionic,Grey ,"26,499",19,4.1,Elastomer,7,06-06-2022
APPLE,Smartwatch,Sloan HR,Blue,"21,995",5,4.1,Silicone,14,20-04-2023
APPLE,Smartwatch,Sport 41,"Blue, Black, Gray","17,995",24,4,Silicone,2,18-06-2022
FitBit,Smartwatch,Versa,Pink ,"16,124",9,4.1,Silicone,7,31-05-2023
GARMIN,Smartwatch,Fenix 6 Sapphire Titanium,Blue Sapphire,"81,990",10,,Leather ,45,07-06-2022
GARMIN,Smartwatch,Forerunner 745 Whitestone,White,"46,990",6,,Silicone,14,03-05-2022
GARMIN,Smartwatch,Venu,Black,"32,990",20,4,Silicone,14,31-01-2023
FitBit,FitnessBand,Charge 2,Light Blue,"14,999",14,4.4,Silicone,7,09-03-2022
APPLE,Smartwatch,Gen 5 Julianna HR,Blue,"15,995",10,4.3,Stainless Steel,2,16-02-2022
APPLE,Smartwatch,Series 6 GPS 40 mm Blue Aluminium Case,Deep Navy,"37,490",19,4.5,Aluminium,1,04-03-2022
APPLE,Smartwatch,42 mm White Ceramic Case with Cloud Sport,Cloud,"1,14,900",25,4.7,Nylon,1,16-12-2022
Crossbeats,Smartwatch,ZEB-FIT650CH,Black,"3,297",15,2.9,Silicone,7,20-03-2023
APPLE,Smartwatch,Q Venture,White ,"4,399",21,3.8,Leather,1,19-11-2022
Noise,Smartwatch,NoiseFit Endure,"Black, Red, Blue","2,999",16,3.9,Silicone,7,30-01-2022
huami,Smartwatch,Amazfit Bip S,Red,"2,999",25,3.9,Thermoplastic polyurethane,15,07-06-2023
SAMSUNG ,Smartwatch,Galaxy Active Steel,Blue,"29,990",8,4.1,Silicone,14,06-06-2022
GARMIN,Smartwatch,Lily,Black,"23,490",21,3.3,Silicone,7,21-02-2022
Crossbeats,Smartwatch,Fit-650,Black,"2,949",18,3.1,Leather,3,05-11-2022
APPLE,Smartwatch,Series 5 GPS + Cellular 40 mm Space Black Stainless Steel Case,Black Milanese,"69,900",12,4.6,Stainless Steel,1,20-04-2022
APPLE,Smartwatch,SE GPS + Cellular 44 mm Silver Aluminium Case,White,"33,900",15,4.6,Aluminium,1,16-07-2023
FitBit,FitnessBand,Charge 2,Blue ,"7,499",5,4.3,Silicone,7,02-06-2023
huami,Smartwatch,Amazfit GTS 2e,Purple,"7,999",12,4.2,Silicone,14,01-06-2023
APPLE,Smartwatch,Jacqueline Hybrid,Navy ,"8,995",5,4,Leather,12,22-02-2022
APPLE,Smartwatch,Sport,Red,"17,995",18,4.6,Silicone,2,14-08-2022
APPLE,Smartwatch,FTW2120SET Q,Gray,"23,995",18,4.6,Leather,2,01-01-2023
APPLE,Smartwatch,FTW5018 Hybrid,Gold,"11,596",23,4.5,Stainless Steel,2,04-08-2023
GARMIN,Smartwatch,Fenix 6,"Grey, Blue","77,990",8,,Nylon,45,11-01-2023
APPLE,Smartwatch,42 mm Black Stainless Steel Case with Link Bracelet,Black,"79,900",10,4.6,Stainless Steel,1,16-05-2023
GARMIN,Smartwatch,Forerunner 235,Black,"18,990",12,4.7,Silicone,14,27-11-2022
huami,Smartwatch,Amazfit Bip Lite,Black,"3,499",8,4,Thermoplastic polyurethane,7,14-07-2022
GARMIN,Smartwatch,Fenix 5S Plus,Blue Sapphire,"49,990",11,,Silicone,30,04-07-2023
GARMIN,Smartwatch,Vivomove 3,Black,"19,990",12,,Silicone,7,09-08-2022
GARMIN,Smartwatch,Instinct,"Blue, Orange","25,249",10,4.4,Silicone,14,17-08-2022
APPLE,Smartwatch,FTW5016 Hybrid,Silver,"6,995",9,4.6,Stainless Steel,2,01-06-2023
GARMIN,Smartwatch,GARMINInstinct HR,"Graphite, Sunburst","34,990",14,4.1,Silicone,14,27-02-2022
GARMIN,Smartwatch,Fenix 6X Solar,"Black, Grey","1,05,990",17,,Leather,45,10-06-2022
Honor,Smartwatch,GS Pro,Black,"13,999",6,4.4,Nylon,25,23-01-2022
boAt,Smartwatch,Delta,"Black, Grey, Red","2,499",17,3.6,Silicone,7,15-05-2023
GARMIN,Smartwatch,Instinct,Blue,"19,990",10,4.4,Silicone,7,22-01-2023
GARMIN,Smartwatch,Fenix 5X,Black,"58,490",13,,Silicone,30,22-01-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 40 mm Space Grey Aluminium Case,White,"69,900",23,4.2,Aluminium,1,12-06-2022
GOQii,FitnessBand,HR,Black,"1,999",14,3.8,Silicone,7,22-12-2022
APPLE,Smartwatch,Q Machine,Black,"10,796",7,4.6,Stainless Steel,1,16-02-2022
APPLE,Smartwatch,The Carlyle HR,Black,"25,995",11,4.2,Leather,14,05-09-2022
SAMSUNG ,Smartwatch,Galaxy Active 42mm,Black,"19,990",18,4.4,Elastomer,14,19-08-2022
FitBit,FitnessBand,Charge 4,"Storm Blue, Black, Rosewood","9,999",23,4.2,Elastomer,7,09-07-2022
APPLE,Smartwatch,Q Wander,Silver,"11,997",15,4.1,Stainless Steel,1,25-11-2022
FitBit,Smartwatch,Versa 2,Purple ,"13,499",7,4.3,Silicone,7,22-05-2022
boAt,Smartwatch,46 mm,"Black, Gold","14,990",6,3.9,Rubber,14,24-11-2022
GARMIN,Smartwatch,Vivomove HR,Black,"12,990",7,3.7,Silicone,14,08-06-2023
boAt,Smartwatch,Watch 32564546,Black,"49,999",24,4.1,Silicone,14,14-08-2023
huami,Smartwatch,Amazfit T-Rex,"Green, Grey","5,999",20,4.3,Silicone,20,15-02-2022
FitBit,Smartwatch,Blaze,Blue,"19,999",12,4.2,Elastomer,7,29-04-2023
APPLE,Smartwatch,Q Explorist,Black,"19,995",6,4.4,Leather,2,07-04-2023
FitBit,Smartwatch,Versa 3,"Black, Blue, Pink","17,999",9,4.3,Elastomer,7,24-08-2023
APPLE,Smartwatch,SE GPS + Cellular 40 mm Space Grey Aluminium Case,Black,"31,400",25,4.6,Aluminium,1,13-12-2022
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Silver Milanese,"67,900",22,4.5,Aluminium,1,27-05-2023
GARMIN,Smartwatch,Vivoactive 3 element,Grey,"13,578",19,3.6,Silicone,14,22-01-2022
SAMSUNG ,Smartwatch,Galaxy Watch 4 LTE,Black,"31,999",14,4.6,Elastomer,14,21-07-2022
GARMIN,Smartwatch,Vivosmart 4,"Purple, Black","12,150",23,3.9,Silicone,5,28-03-2023
huami,Smartwatch,Amazfit GTS 2e,Purple,"7,999",12,4.2,Silicone,14,26-05-2023
SAMSUNG ,Smartwatch,Galaxy 42,Black,"24,989",8,4.6,Elastomer,14,09-01-2023
SAMSUNG ,Smartwatch,Gear Fit 2,"Pink, Blue","15,000",23,4.2,Silicone,7,07-03-2022
APPLE,Smartwatch,Carlie Hybrid,Gold,"13,495",13,4.6,Stainless Steel,12,04-12-2022
APPLE,Smartwatch,38 mm Space Black Stainless Steel Case,Black,"48,900",7,4.6,Stainless Steel,1,15-08-2023
Fire-Boltt,Smartwatch,Ninja Pro,White,"1,999",23,4,Silicone,10,29-08-2023
SAMSUNG ,Smartwatch,Galaxy LTE,Silver,"31,999",8,4.6,Elastomer,14,24-03-2023
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",11,4.2,Stainless Steel,2,07-01-2023
APPLE,Smartwatch,Commuter,Black,"11,995",19,4.3,Leather,14,30-05-2023
APPLE,Smartwatch,Jacqueline Hybrid,Black,"11,995",21,4.6,Leather,12,23-05-2023
realme,Smartwatch,S Master,Black,"5,999",10,4.3,Silicone,14,07-03-2022
GARMIN,Smartwatch,Rhythm,White,"1,099",9,3.4,Silicone,7,02-08-2022
APPLE,Smartwatch,Cameron Hybrid Smartwatch,Blue,"13,495",6,4.6,Leather,12,13-03-2023
SAMSUNG ,Smartwatch,Gear Live,Black,"15,900",17,4.2,Rubber,7,11-07-2022
Honor,FitnessBand,Band 4,"Meteorite Black, Midnight Navy","2,700",16,4.4,Plastic,7,11-12-2022
Honor,FitnessBand,Band 3,Navy Blue,"2,499",21,4.3,Plastic,7,06-08-2023
GARMIN,Smartwatch,Vivomove 3,Black,"19,990",21,,Silicone,7,25-08-2023
FitBit,Smartwatch,Ionic,Black ,"18,999",16,4.1,Elastomer,7,15-04-2023
huami,Smartwatch,Amazfit GTR 2 Stainless Steel,"Grey, Blue","12,499",21,4.1,Silicone,10,09-02-2023
huami,Smartwatch,Amazfit GTR 42 mm Glitter,White ,"9,999",25,4.2,Silicone,12,31-01-2023
APPLE,Smartwatch,Series 1 - 38 mm Silver Aluminium Case,White,"21,900",12,4.6,Aluminium,1,26-07-2022
FitBit,FitnessBand,Inspire HR,Purple ,"5,598",23,4.3,Silicone,5,12-03-2022
APPLE,Smartwatch,Garrett,Brown,"8,995",24,3.7,Leather,1,06-05-2023
Crossbeats,Smartwatch,ZEB-FITMe,"Black, Blue, Green, Grey, Pink","2,799",21,4.5,Thermoplastic polyurethane,7,13-01-2023
huami,Smartwatch,Bip Lite On,Black,"7,999",15,4.1,Silicone,7,04-10-2022
APPLE,Smartwatch,FTW1142 Q Hybrid,Silver,"9,796",10,3.7,Stainless Steel,2,20-02-2023
Noise,Smartwatch,Fit Evolve,"Red, Black","5,499",24,3.9,Thermoplastic polyurethane,7,20-03-2023
SAMSUNG ,Smartwatch,Gear R730V S2,Grey,"18,532",14,4.6,Elastomer,14,31-07-2022
APPLE,Smartwatch,Garrett,Brown,"8,995",11,3.7,Leather,1,21-02-2023
APPLE,Smartwatch,Series 5 GPS 40 mm Silver Aluminium Case,White,"40,900",9,4.7,Aluminium,1,01-05-2022
Noise,Smartwatch,NoiseFit Endure,"Black, Blue, Teal","2,799",17,3.9,Thermoplastic polyurethane,7,13-05-2023
SAMSUNG ,Smartwatch,Gear S2 Classic,Black,"18,999",22,4.2,Leather,14,01-08-2023
GARMIN,Smartwatch,Forerunner 55,White,"20,990",24,,Silicone,14,25-11-2022
APPLE,Smartwatch,FTW6006 Gold HR,Gold,"21,995",13,3.7,Stainless Steel,6,04-06-2022
APPLE,Smartwatch,SE GPS + Cellular 40 mm Gold Aluminium Case,Silver Milanese,"67,900",15,4.5,Aluminium,1,11-10-2022
Fire-Boltt,Smartwatch,Max,"Black, Blue, Green","4,499",14,4,Silicone,10,25-07-2023
APPLE,Smartwatch,FTW6009 Black HR,Black,"13,995",20,4.1,Leather,14,13-07-2022
APPLE,Smartwatch,38 mm Stainless Steel Stainless Steel Case with Modern Buckle,Black,"64,900",22,4.3,Stainless Steel,1,16-05-2022
Noise,Smartwatch,NoiseFit Endure,"Black, Red, Blue","2,999",5,3.9,Silicone,7,19-06-2023
GARMIN,Smartwatch,Forerunner 735XT,Black,"39,990",12,,Silicone,14,02-04-2022
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Space Grey Aluminium Case,Black,"48,490",13,4.5,Aluminium,1,05-09-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",9,4.2,Stainless Steel,2,15-04-2023
GARMIN,Smartwatch,Vivoactive 4,Purple,"28,990",6,4.3,Silicone,14,16-07-2023
FitBit,Smartwatch,Blaze,Purple,"17,999",10,4.2,Elastomer,7,28-02-2023
APPLE,Smartwatch,Q Founder,Silver,"19,995",6,4.2,Stainless Steel,1,26-12-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Grey,"21,995",23,4.4,Stainless Steel,2,05-01-2022
APPLE,Smartwatch,Cameron Hybrid,Black,"8,995",13,4.6,Stainless Steel,12,14-07-2023
APPLE,Smartwatch,Series 6 GPS + Cellular 44 mm Space Grey Aluminium Case,Black,"48,490",14,4.5,Aluminium,1,30-01-2022
boAt,Smartwatch,Watch 2,Black,"25,999",14,3.9,Leather,7,06-08-2023
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Black,"2,000",22,3.8,Rubber,7,21-04-2023
APPLE,Smartwatch,Marshall,Black,"19,995",23,4.1,Stainless Steel,1,02-04-2022
APPLE,Smartwatch,Machine Hybrid,"Silver, Brown","11,995",19,4.6,Stainless Steel,12,02-01-2023
GARMIN,Smartwatch,Rhythm,White,"1,099",24,3.4,Silicone,7,10-05-2022
Honor,FitnessBand,Band 3,Black,"4,750",13,4.3,Plastic,7,18-09-2022
Crossbeats,Smartwatch,Ignite Pro,"Silver, Black","2,999",24,4.2,Silicone,7,17-03-2022
APPLE,Smartwatch,Carlie Hybrid,Gold,"13,495",23,4.6,Stainless Steel,12,12-08-2023
FitBit,FitnessBand,Inspire,Maroon ,"7,990",5,4.2,Silicone,5,29-03-2023
APPLE,Smartwatch,Series 2 - 38 mm Stainless Steel Case,Saddle Brown,"56,900",11,4.6,Stainless Steel,1,08-08-2023
GARMIN,Smartwatch,Instinct,"Blue, Orange","25,249",13,4.4,Silicone,14,23-01-2022
Fire-Boltt,Smartwatch,Talk Bluetooth,"Black, Grey, Green","3,499",24,4.1,Silicone,10,05-11-2022
GARMIN,Smartwatch,Forerunner 235,Black,"18,990",16,4.7,Silicone,14,29-06-2022
SAMSUNG ,FitnessBand,Galaxy Fit-e Smart,Yellow,"2,490",7,3.8,Rubber,7,27-07-2022
APPLE,Smartwatch,Gen 3 Q Explorist,Silver,"3,999",9,4.2,Stainless Steel,2,09-09-2022
Noise,FitnessBand,ColorFit,"Black, Blue","2,199",21,3.6,Silicone,3,22-05-2023
Crossbeats,Smartwatch,Orbit Sport,Black,"3,799",7,4.1,Silicone,10,18-03-2023
GARMIN,Smartwatch,Forerunner 945,"Black, Blue","56,490",14,4.2,Silicone,14,22-06-2022
APPLE,Smartwatch,FTW5017 Hybrid,Gold,"14,495",10,4.6,Stainless Steel,2,02-11-2022
